,int,int,str,str,float,int,int,int,int,int,int,int,float,int,float,int,int,int,int,int,int,int,float
0,,순위,선수명,팀명,ERA,G,CG,SHO,W,L,SV,HLD,WPCT,TBF,IP,H,HR,BB,HBP,SO,R,ER,WHIP
1,1982,1,박철순,OB,1.84,36,15,2,24,4,7,0,0.857,871,224.2,151,7,67,6,108,60,46,
2,1982,2,하기룡,MBC,2.3,43,7,4,13,10,9,0,0.565,781,191.2,160,10,53,13,108,68,49,
3,1982,3,권영호,삼성,2.37,32,6,3,15,5,2,0,0.75,711,178.2,139,18,52,7,72,57,47,
4,1982,4,황규봉,삼성,2.47,48,8,2,15,11,11,0,0.577,864,222.1,189,11,34,6,99,78,61,
5,1982,5,김성한,해태,2.79,26,3,1,10,5,1,0,0.667,438,106.1,88,6,45,6,49,44,33,
6,1982,6,성낙수,삼성,2.81,28,5,0,8,3,2,0,0.727,500,125,119,15,23,6,56,44,39,
7,1982,7,이선희,삼성,2.91,38,4,3,15,7,1,0,0.682,698,167,152,11,73,9,73,67,54,
8,1982,8,노상수,롯데,2.94,44,12,2,14,19,2,0,0.424,954,232.1,216,18,59,10,141,97,76,
9,1982,9,김용남,해태,3.09,33,8,1,9,12,0,0,0.429,740,175,177,12,42,9,85,83,60,
10,1982,10,유종겸,MBC,3.25,32,3,1,6,5,3,0,0.545,476,113.2,95,11,53,1,86,48,41,
11,1982,11,선우대영,OB,3.39,27,6,1,7,6,0,0,0.538,566,138,139,8,31,4,65,64,52,
12,1982,12,이길환,MBC,3.61,27,5,2,7,7,0,0,0.5,493,117.1,114,8,34,9,54,59,47,
13,1982,13,이광권,MBC,3.72,31,2,1,7,4,2,0,0.636,489,116,105,8,46,11,57,62,48,
14,1982,14,천창호,롯데,3.83,37,8,1,7,13,0,0,0.35,724,173.2,173,18,52,7,92,85,74,
15,1982,15,방수원,해태,3.85,34,2,0,6,7,1,0,0.462,664,154.1,164,10,48,8,63,84,66,
16,1982,16,황태환,OB,3.86,27,2,0,6,5,3,0,0.545,365,86.1,76,12,37,11,42,43,37,
17,1982,17,이상윤,해태,3.88,23,5,0,7,5,0,0,0.583,442,102,87,8,63,1,58,51,44,
18,1982,18,김문희,롯데,4.12,24,4,1,4,8,0,0,0.333,411,91.2,113,10,31,4,18,55,42,
19,1982,19,박상열,OB,4.22,25,3,0,10,5,0,0,0.667,480,111,120,7,34,9,35,70,52,
20,1982,20,강만식,해태,4.44,29,6,0,5,11,1,0,0.313,642,144,152,11,69,10,86,93,71,
21,1982,21,정순명,MBC,4.47,25,1,0,7,5,1,0,0.583,416,92.2,105,9,38,8,47,62,46,
22,1982,22,오문현,삼미,4.85,22,1,0,2,10,0,0,0.167,459,102,115,11,34,14,22,69,55,
23,1982,23,계형철,OB,4.88,21,3,1,4,4,0,0,0.5,416,90.1,73,6,76,2,43,59,49,
24,1982,24,이진우,롯데,5.27,22,1,0,5,2,1,0,0.714,373,82,90,10,51,5,49,56,48,
25,1982,25,김재현,삼미,6.13,47,2,0,6,19,1,0,0.24,890,192.1,268,18,63,7,62,154,131,
26,1982,26,감사용,삼미,6.46,41,1,0,1,14,1,0,0.067,615,133.2,179,25,46,2,23,106,96,
27,1982,27,인호봉,삼미,6.56,38,3,0,5,10,2,0,0.333,636,133,149,19,96,19,41,129,97,
28,1982,28,김동철,삼미,7.06,32,0,0,1,9,1,0,0.1,441,93,125,15,52,6,19,84,73,
29,1983,1,하기룡,MBC,2.34,36,6,2,10,11,4,0,0.476,696,173.1,137,4,48,8,73,57,45,
30,1983,2,장명부,삼미,2.36,60,36,6,30,16,6,0,0.652,1712,427.1,388,19,106,16,220,138,112,
31,1983,3,유종겸,MBC,2.4,34,4,0,8,7,5,0,0.533,560,139,103,8,50,5,74,45,37,
32,1983,4,박상열,OB,2.49,30,7,1,10,9,0,0,0.526,716,173.1,162,11,44,14,68,57,48,
33,1983,5,이길환,MBC,2.51,33,10,4,15,7,4,0,0.682,845,208.1,184,8,56,11,85,68,58,
34,1983,6,이광권,MBC,2.51,22,3,0,7,5,0,0,0.583,411,100.1,96,7,31,4,35,37,28,
35,1983,7,김시진,삼성,2.55,37,17,5,17,12,1,0,0.586,950,229.1,189,8,95,14,154,78,65,
36,1983,8,황태환,OB,2.65,39,0,0,6,6,14,0,0.5,449,105.1,105,11,40,5,60,46,31,
37,1983,9,이상윤,해태,2.67,46,14,3,20,10,6,0,0.667,944,229.1,181,10,95,4,178,83,68,
38,1983,10,김용남,해태,2.83,36,6,3,13,10,1,0,0.565,731,181.1,171,12,30,5,80,67,57,
39,1983,11,최동원,롯데,2.89,38,16,1,9,16,4,0,0.36,863,208.2,202,17,51,8,148,89,67,
40,1983,12,오영일,MBC,2.91,36,7,0,10,9,4,0,0.526,704,173,147,8,59,8,69,62,56,
41,1983,13,임호균,삼미,3.03,35,15,1,12,15,2,0,0.444,954,234.2,231,16,52,6,86,94,79,
42,1983,14,주동식,해태,3.14,30,3,2,7,7,3,0,0.5,599,143.1,133,14,38,9,56,60,50,
43,1983,15,배경환,롯데,3.18,37,4,2,7,4,0,0,0.636,637,150,159,9,32,5,62,72,53,
44,1983,16,권영호,삼성,3.2,32,5,0,6,10,7,0,0.375,556,135,113,7,48,6,49,58,48,
45,1983,17,양일환,삼성,3.22,32,4,0,9,7,1,0,0.563,738,176.1,155,12,63,11,62,82,63,
46,1983,18,계형철,OB,3.44,29,9,3,9,12,0,0,0.429,816,193.1,190,11,72,13,86,97,74,
47,1983,19,김문희,롯데,3.48,34,5,0,8,10,0,0,0.444,649,155.1,154,12,53,3,46,70,60,
48,1983,20,황규봉,삼성,3.67,30,5,1,6,4,3,0,0.6,548,130,136,10,36,10,45,66,53,
49,1983,21,이선희,삼성,3.76,29,3,1,5,13,0,0,0.278,548,127,122,17,59,7,57,66,53,
50,1983,22,노상수,롯데,4.14,42,4,1,8,11,3,0,0.421,733,169.2,179,17,52,12,69,94,78,
51,1983,23,장호연,OB,4.23,34,3,1,6,17,2,0,0.261,681,155.1,165,10,67,14,31,93,73,
52,1984,1,장호연,OB,1.58,31,0,0,5,3,1,0,0.625,407,102.1,77,3,35,4,47,34,18,
53,1984,2,계형철,OB,2.06,29,6,1,14,4,0,0,0.778,701,174.2,135,8,63,7,92,44,40,
54,1984,3,김일융,삼성,2.27,38,14,3,16,10,3,0,0.615,907,222,191,7,78,6,155,68,56,
55,1984,4,최동원,롯데,2.4,51,14,1,27,13,6,0,0.675,1132,284.2,228,18,68,14,223,91,76,
56,1984,5,김봉근,MBC,2.52,32,7,1,9,7,2,0,0.563,681,171.1,146,9,37,6,61,62,48,
57,1984,6,박상열,OB,2.57,30,1,0,12,7,0,0,0.632,532,133,108,8,49,10,47,42,38,
58,1984,7,하기룡,MBC,2.82,30,11,3,15,8,1,0,0.652,751,178.2,171,7,59,13,81,70,56,
59,1984,8,윤석환,OB,2.84,57,0,0,12,8,25,0,0.6,581,146,108,17,43,3,111,49,46,
60,1984,9,최일언,OB,2.84,37,1,0,9,6,3,0,0.6,695,167.2,145,6,65,8,86,60,53,
61,1984,10,이상윤,해태,2.85,40,8,1,10,13,8,0,0.435,876,211.2,186,14,73,10,128,75,67,
62,1984,11,임호균,롯데,2.95,27,9,0,10,9,0,0,0.526,692,161.2,151,9,80,3,44,64,53,
63,1984,12,김용남,해태,3.05,31,6,2,7,11,1,0,0.389,547,132.2,133,10,19,1,68,58,45,
64,1984,13,오영일,MBC,3.08,40,14,2,15,14,3,0,0.517,1004,239.2,239,16,79,13,93,92,82,
65,1984,14,김진욱,OB,3.13,25,5,1,6,11,2,0,0.353,508,118,107,5,58,10,43,53,41,
66,1984,15,김시진,삼성,3.18,39,11,2,19,11,2,0,0.633,910,215,178,14,112,13,154,94,76,
67,1984,16,황규봉,삼성,3.25,30,2,1,10,2,4,0,0.833,452,108,109,4,24,8,48,42,39,
68,1984,17,강만식,해태,3.26,28,3,0,11,4,0,0,0.733,540,129.2,124,14,36,7,60,58,47,
69,1984,18,권영호,삼성,3.28,29,2,0,6,8,2,0,0.429,574,137.1,124,8,57,4,52,53,50,
70,1984,19,장명부,삼미,3.3,45,15,2,13,20,7,0,0.394,1074,261.2,261,20,66,6,145,111,96,
71,1984,20,조도연,해태,3.34,35,2,0,4,6,2,0,0.4,547,129.1,122,11,44,3,63,61,48,
72,1984,21,배경환,롯데,3.48,35,2,0,6,5,2,0,0.545,516,121.2,135,10,28,5,59,57,47,
73,1984,22,박정후,삼미,3.5,31,2,0,5,11,0,0,0.313,586,139,129,9,70,11,60,58,54,
74,1984,23,유종겸,MBC,3.53,38,6,0,8,10,4,0,0.444,770,183.2,180,13,52,5,85,79,72,
75,1984,24,최계훈,삼미,3.54,34,4,0,8,8,9,0,0.5,589,137.1,132,9,55,6,99,67,54,
76,1984,25,황기선,해태,3.76,38,2,0,4,7,1,0,0.364,536,124.1,110,10,55,9,65,70,52,
77,1984,26,정성만,삼미,4.86,29,3,0,8,10,1,0,0.444,666,150,149,20,83,6,67,86,81,
78,1985,1,선동열,해태,1.7,25,1,0,7,4,8,0,0.636,424,111,74,2,20,3,103,30,21,
79,1985,2,최동원,롯데,1.92,42,14,4,20,9,8,0,0.69,865,225,170,7,41,8,161,60,48,
80,1985,3,김시진,삼성,2,47,10,2,25,5,10,0,0.833,1064,269.2,172,8,121,15,201,63,60,
81,1985,4,이선희,MBC,2.28,28,4,1,5,7,2,0,0.417,569,138,111,5,55,4,48,44,35,
82,1985,5,최일언,OB,2.43,38,2,0,10,14,3,0,0.417,610,144.2,119,4,75,5,88,57,39,
83,1985,6,김정행,롯데,2.73,19,5,2,7,5,0,0,0.583,482,115.1,103,6,54,4,55,42,35,
84,1985,7,박동수,롯데,2.73,32,7,2,9,10,0,0,0.474,695,168,158,11,36,17,84,69,51,
85,1985,8,계형철,OB,2.78,34,8,0,11,11,2,0,0.5,789,194,165,17,63,7,84,71,60,
86,1985,9,김일융,삼성,2.79,34,11,3,25,6,0,0,0.806,920,226,200,13,77,5,107,87,70,
87,1985,10,하기룡,MBC,2.92,26,4,0,5,10,2,0,0.333,468,111,103,3,53,4,31,46,36,
88,1985,11,유종겸,MBC,2.99,33,3,0,10,8,1,0,0.556,547,135.1,111,10,52,5,40,52,45,
89,1985,12,김진욱,OB,3.02,30,4,2,10,8,0,0,0.556,605,143,134,7,55,10,57,56,48,
90,1985,13,황규봉,삼성,3.04,34,4,0,14,7,4,0,0.667,679,165.2,158,12,38,4,54,66,56,
91,1985,14,정삼흠,MBC,3.13,41,7,3,9,12,5,0,0.429,801,192.2,169,13,72,12,100,72,67,
92,1985,15,임호균,롯데,3.23,27,3,1,10,10,0,0,0.5,617,145,136,8,77,0,43,63,52,
93,1985,16,강만식,해태,3.31,41,5,2,13,8,0,0,0.619,803,198.2,178,22,44,19,63,78,73,
94,1985,17,김봉근,MBC,3.34,21,4,0,2,7,0,0,0.222,461,113.1,110,16,27,5,37,47,42,
95,1985,18,윤석환,OB,3.34,41,1,0,5,1,6,0,0.833,453,110.1,114,13,30,5,44,48,41,
96,1985,19,문희수,해태,3.48,39,2,0,12,8,1,0,0.6,631,144.2,159,11,48,5,64,69,56,
97,1985,20,장호연,OB,3.5,29,5,0,7,4,1,0,0.636,531,128.2,110,9,63,4,46,61,50,
98,1985,21,권영호,삼성,3.5,54,0,0,6,6,26,0,0.5,746,174.2,170,14,68,3,82,75,68,
99,1985,22,오영일,MBC,3.53,28,3,0,8,8,1,0,0.5,555,127.1,132,6,47,7,43,56,50,
100,1985,23,최계훈,청보,3.56,20,9,1,6,6,0,0,0.5,505,118.2,106,13,55,6,54,51,47,
101,1985,24,정은배,청보,3.64,29,5,1,7,9,2,0,0.438,607,141,142,14,60,8,45,66,57,
102,1985,25,조도연,해태,3.71,36,1,0,4,6,2,0,0.4,522,123.2,131,10,35,5,46,56,51,
103,1985,26,김용남,해태,4.48,43,1,0,11,6,8,0,0.647,560,134.2,147,14,26,3,74,74,67,
104,1985,27,정성만,청보,5,37,11,1,7,14,3,0,0.333,767,172.2,207,19,64,7,56,103,96,
105,1985,28,장명부,청보,5.3,45,11,0,11,25,5,0,0.306,1117,246,303,22,100,12,128,175,145,
106,1986,1,선동열,해태,0.99,39,19,8,24,6,6,0,0.8,972,262.2,153,2,52,7,214,38,29,
107,1986,2,최동원,롯데,1.55,39,17,4,19,14,2,0,0.576,1039,267,204,7,55,6,208,60,46,
108,1986,3,최일언,OB,1.58,33,13,6,19,4,2,0,0.826,881,221.2,140,2,101,6,101,49,39,
109,1986,4,김용수,MBC,1.67,60,0,0,9,9,26,0,0.5,694,178,128,4,59,3,74,40,33,
110,1986,5,김건우,MBC,1.8,37,9,2,18,6,0,0,0.75,891,229.2,170,6,62,9,102,62,46,
111,1986,6,장호연,OB,1.9,31,10,4,13,9,3,0,0.591,659,165.2,136,7,45,6,44,46,35,
112,1986,7,박노준,OB,2.28,33,1,0,5,6,7,0,0.455,442,110.1,91,4,36,2,61,34,28,
113,1986,8,성준,삼성,2.36,29,6,1,15,5,2,0,0.75,607,149,135,9,40,3,60,48,39,
114,1986,9,김시진,삼성,2.47,30,11,1,16,6,3,0,0.727,822,196.2,161,6,110,6,87,68,54,
115,1986,10,김일융,삼성,2.53,19,7,2,13,4,0,0,0.765,573,138.2,120,8,45,2,60,47,39,
116,1986,11,박동수,롯데,2.54,30,5,0,8,7,3,0,0.533,613,148.2,133,2,31,13,68,53,42,
117,1986,12,이상군,빙그레,2.63,35,19,4,12,17,1,0,0.414,972,243.1,216,17,43,11,104,88,71,
118,1986,13,김정수,해태,2.65,41,2,0,9,6,5,0,0.6,547,125.2,93,5,89,4,92,53,37,
119,1986,14,권영호,삼성,2.77,38,3,1,7,7,19,0,0.5,593,146.1,120,12,53,2,74,47,45,
120,1986,15,차동철,해태,2.82,33,3,2,10,4,3,0,0.714,535,131,134,4,24,5,35,46,41,
121,1986,16,진동한,삼성,2.88,24,2,0,9,4,4,0,0.692,457,109.1,99,8,41,3,37,42,35,
122,1986,17,김정행,롯데,2.9,20,6,2,7,7,0,0,0.5,499,118,94,5,61,7,51,40,38,
123,1986,18,이상윤,해태,2.97,21,3,1,10,5,0,0,0.667,478,115,91,7,51,3,48,45,38,
124,1986,19,오영일,MBC,3,33,0,0,12,8,0,0,0.6,569,132,136,9,55,4,43,54,44,
125,1986,20,유종겸,MBC,3.03,41,1,1,10,7,0,0,0.588,599,145.2,131,8,49,5,84,61,49,
126,1986,21,한희민,빙그레,3.13,29,12,3,9,13,0,0,0.409,700,175.1,136,18,49,10,123,67,61,
127,1986,22,계형철,OB,3.16,22,3,1,5,7,0,0,0.417,452,111,94,8,50,2,47,48,39,
128,1986,23,김기태,청보,3.18,42,6,1,9,14,5,0,0.391,746,175.1,158,12,66,17,109,73,62,
129,1986,24,김신부,청보,3.21,40,10,3,10,10,0,0,0.5,965,233,220,12,57,21,89,93,83,
130,1986,25,손문곤,빙그레,3.38,28,3,1,2,5,0,0,0.286,495,117,118,6,47,3,36,51,44,
131,1986,26,최계훈,청보,3.67,32,7,1,6,14,2,0,0.3,688,159.1,164,12,67,5,62,79,65,
132,1986,27,장명부,빙그레,4.98,22,3,0,1,18,0,0,0.053,493,108.1,130,12,41,9,48,71,60,
133,1987,1,선동열,해태,0.89,31,7,4,14,2,6,0,0.875,604,162,89,2,47,3,144,21,16,
134,1987,2,김용수,MBC,1.98,52,0,0,9,5,24,0,0.643,560,141,112,6,36,4,71,34,31,
135,1987,3,문희수,해태,2.14,22,4,1,7,7,2,0,0.5,429,109.1,89,5,27,4,37,34,26,
136,1987,4,한희민,빙그레,2.36,30,14,3,13,8,4,0,0.619,798,206,156,7,44,4,116,64,54,
137,1987,5,이상군,빙그레,2.55,33,24,3,18,11,2,0,0.621,1006,246.2,233,13,52,10,85,83,70,
138,1987,6,최일언,OB,2.56,24,9,2,14,8,1,0,0.636,639,154.2,129,4,70,6,70,52,44,
139,1987,7,윤학길,롯데,2.57,31,13,2,13,10,1,0,0.565,815,200,191,4,62,3,84,66,57,
140,1987,8,김진욱,OB,2.57,32,7,2,4,7,6,0,0.364,601,150.1,120,3,58,3,82,49,43,
141,1987,9,계형철,OB,2.61,25,5,0,8,12,0,0,0.4,633,148.1,122,3,74,6,53,59,43,
142,1987,10,김건우,MBC,2.64,26,6,1,12,7,0,0,0.632,686,163.1,170,5,51,3,56,54,48,
143,1987,11,김대현,해태,2.78,31,3,0,9,5,3,0,0.643,580,142.1,121,12,53,4,51,48,44,
144,1987,12,진동한,삼성,2.81,28,2,0,12,6,2,0,0.667,596,144,144,8,49,7,34,56,45,
145,1987,12,최동원,롯데,2.81,32,15,4,14,12,2,0,0.538,920,224,218,6,61,7,163,80,70,
146,1987,14,장호연,OB,2.82,32,13,2,15,8,6,0,0.652,784,188.1,170,1,74,10,73,67,59,
147,1987,15,정삼흠,MBC,2.86,33,8,3,6,13,2,0,0.316,804,195.1,171,10,73,7,85,68,62,
148,1987,16,신동수,해태,3.03,31,2,1,5,4,0,0,0.556,524,127.2,112,10,53,3,67,48,43,
149,1987,17,양상문,청보,3.1,36,13,3,12,13,0,0,0.48,863,209.1,188,18,66,5,84,87,72,
150,1987,18,김시진,삼성,3.12,33,7,3,23,6,0,0,0.793,818,193.1,166,9,96,7,113,73,67,
151,1987,19,차동철,해태,3.16,35,7,2,9,11,0,0,0.45,653,159.2,157,8,39,5,49,65,56,
152,1987,20,성준,삼성,3.55,21,4,2,4,7,1,0,0.364,459,109,111,11,47,1,32,44,43,
153,1987,21,임호균,청보,3.78,27,11,1,9,10,0,0,0.474,748,173.2,185,8,80,6,38,80,73,
154,1987,22,김신부,청보,4.04,27,4,1,6,11,1,0,0.353,500,113.2,132,4,32,13,33,54,51,
155,1987,23,박동수,롯데,4.24,32,8,1,9,8,3,0,0.529,601,140,165,10,27,13,71,72,66,
156,1987,24,오영일,MBC,4.27,30,2,0,9,8,0,0,0.529,621,143.1,155,10,51,7,41,75,68,
157,1987,25,김봉근,청보,4.87,27,5,0,4,11,2,0,0.267,590,135,163,12,37,4,41,82,73,
158,1988,1,선동열,해태,1.21,31,9,1,16,5,10,0,0.762,674,178.1,116,3,35,7,200,29,24,
159,1988,2,윤석환,OB,2.08,40,0,0,13,3,14,0,0.813,439,108,96,6,38,2,53,28,25,
160,1988,3,최일언,OB,2.18,20,2,0,6,4,0,0,0.6,485,115.2,100,0,48,5,50,33,28,
161,1988,4,이상군,빙그레,2.4,38,3,1,10,3,16,0,0.769,530,135,120,7,22,3,47,38,36,
162,1988,5,김훈기,삼성,2.75,27,6,3,10,5,3,0,0.667,472,118,102,8,23,3,50,44,36,
163,1988,6,김성길,삼성,2.8,38,2,1,8,4,6,0,0.667,615,151.1,150,10,31,5,62,51,47,
164,1988,7,이용철,MBC,2.81,29,6,0,7,11,0,0,0.389,610,144.1,138,5,55,7,46,63,45,
165,1988,8,이상윤,해태,2.89,30,3,1,16,6,0,0,0.727,575,137,98,3,75,4,55,56,44,
166,1988,9,문희수,해태,3.02,26,4,1,8,7,3,0,0.533,458,110.1,101,9,33,1,55,45,37,
167,1988,10,김진욱,OB,3.1,29,5,2,11,8,2,0,0.579,559,139.1,116,6,45,8,73,52,48,
168,1988,11,한희민,빙그레,3.11,31,10,4,16,5,5,0,0.762,782,188,188,16,55,7,103,72,65,
169,1988,12,윤학길,롯데,3.15,35,17,3,18,10,3,0,0.643,967,234,241,9,53,5,123,89,82,
170,1988,13,성준,삼성,3.33,31,4,2,11,8,2,0,0.579,668,159.2,135,17,74,3,59,67,59,
171,1988,14,차동철,해태,3.34,32,5,3,10,6,1,0,0.625,607,145.2,156,11,21,10,45,68,54,
172,1988,15,오영일,MBC,3.48,28,8,0,7,11,2,0,0.389,760,176,208,9,50,5,64,83,68,
173,1988,16,김시진,삼성,3.49,25,5,1,11,9,0,0,0.55,602,144.1,107,10,70,7,67,62,56,
174,1988,17,이길환,MBC,3.53,24,3,1,10,4,0,0,0.714,517,122.1,131,11,32,5,28,61,48,
175,1988,18,박동수,롯데,3.62,31,0,0,7,8,2,0,0.467,490,114.1,131,6,27,7,59,59,46,
176,1988,19,계형철,OB,3.75,33,2,0,10,12,2,0,0.455,558,129.2,121,7,62,2,48,59,54,
177,1988,20,한오종,OB,3.81,26,2,1,4,4,0,0,0.5,496,115.2,108,9,57,3,60,54,49,
178,1988,21,양상문,태평양,3.83,38,8,1,9,12,3,0,0.429,722,169.1,185,12,54,2,68,89,72,
179,1988,22,김대중,빙그레,3.86,23,4,1,7,7,1,0,0.5,508,119,131,9,34,13,36,54,51,
180,1988,23,김신부,태평양,3.87,29,2,1,9,8,1,0,0.529,526,123.1,126,8,29,16,38,63,53,
181,1988,24,조병천,태평양,3.94,28,4,0,2,10,1,0,0.167,546,128,134,6,44,1,40,59,56,
182,1988,25,장호연,OB,3.95,36,3,1,8,12,1,0,0.4,629,146,163,12,44,6,46,76,64,
183,1988,26,신완근,태평양,3.95,37,1,0,2,9,3,0,0.182,585,139,141,8,44,3,73,71,61,
184,1988,27,김용남,빙그레,4.11,27,1,0,8,6,1,0,0.571,525,122.2,150,9,25,2,41,67,56,
185,1988,28,유종겸,MBC,4.13,23,6,1,4,7,1,0,0.364,484,109,102,7,65,3,45,58,50,
186,1988,29,김홍명,빙그레,4.27,24,7,1,8,13,0,0,0.381,656,151.2,158,8,72,4,61,75,72,
187,1988,30,김대현,해태,4.54,31,3,0,7,6,2,0,0.538,585,136.2,136,15,44,8,47,72,69,
